rank-title,price,discount,selling_proposition,category,color-count,goods-title
0,9.95,-27,500,curve,7,SHEIN Privé Plus Contrast Trim Notched Neck Blouse
0,14.79,-8,1100,curve,7,SHEIN LUNE Plus Size Women's Striped Flying Sleeve Dress With Waist Tie
0,18.89,-7,700,curve,4,SHEIN Privé Plus Size Women's Summer V-Neck Batwing Short Sleeve Dress With Waist Knot Detail
0,10.44,-19,1000,curve,10,SHEIN VCAY Plus Tie Back Ruffle Hem Cami Dress
5,17.29,-7,0,curve,13,SHEIN Essnce Plus Size Women Summer Solid Color Loose Half Sleeve Blouse And Geometric Printed Shorts Casual Two-Piece Set
0,7.79,-6,300,curve,0,SHEIN Frenchy Plus Size Women's Summer Solid Color V-Neck Batwing Short Sleeve Casual Vacation T-Shirt With Layered Hem
0,12.09,-7,1300,curve,4,SHEIN VCAY Plus Heart Print Butterfly Sleeve Romper
0,13.79,-5,1100,curve,5,"SHEIN Slayr Slayr Plus Elegant Solid Color Bodycon Dress With Ruffle Hem, Pleated Detailing For Women Plus Size"
0,5.95,-33,400,curve,4,SHEIN LUNE Plus Size Women's Ombre Round Neck Batwing Short Sleeve T-Shirt
5,8.99,-5,0,curve,0,SHEIN LUNE Plus Solid Ruched Side Tee
0,11.69,-8,300,curve,0,"SHEIN Frenchy Plus Size Women's Solid Color V-Neck Cap Sleeve Blouse With Ruffle Hem, Summer"
0,19.1,-9,1200,curve,0,SHEIN LUNE Plus Size Women Summer Striped Print Loose Round Neck T-Shirt And Wide Leg Pants Casual Two Piece Set
0,7.47,-15,200,curve,0,SHEIN LUNE Plus-Size Letter And Leaf Print Round Neck Short Sleeve Casual T-Shirt For Summer
0,14.15,-9,400,curve,0,SHEIN LUNE Plus Size Fashionable American Flag Printed Strappy Dress
3,20.99,-7,0,curve,6,"SHEIN Swim Mod Summer Beach Women's Plus Size White Halter Neck, Spaghetti Strap, Lace Trim Swimsuit 3 Piece Set"
0,13.09,-8,100,curve,0,SHEIN Frenchy Plus Size Women's Summer Back Twist Contrast Lace V-Neck Batwing Sleeve Casual T-Shirt
0,17.22,-8,700,curve,8,SHEIN LUNE Plus Size Women Summer Casual Geometric Striped And Printed V-Neck Sleeveless Dress
0,9.67,-41,500,curve,8,SHEIN VCAY Plus Batwing Sleeve Ruffle Hem Smock Dress
0,10.85,-40,1600,curve,17,SHEIN LUNE Plus Solid Cami Dress
0,3.61,-68,700,curve,9,SHEIN SXY Plus Size Plain Stretchy High Waist Leggings
0,9.49,-7,9900,curve,5,SHEIN Swim Curve Summer Beach Plus Drawstring Side Bikini Bottom
0,9.96,-29,1600,curve,0,SHEIN EZwear Plus High Waist Spring Flare Leg Pants
0,7.99,-6,300,curve,0,SHEIN EZwear Plus Feather And Heart Print Tee
0,9.34,-18,1100,curve,9,SHEIN LUNE Plus Size Multicolor Printed Casual Short Sleeve T-Shirt For Summer
0,13.39,-8,1400,curve,7,SHEIN LUNE Plus Size Women's Sleeveless Button Down Front Romper For Summer
0,8.89,-5,400,curve,0,SHEIN Slayr Summer Casual Slogan Printed Short Sleeve T-Shirt In Black People Style
1,12.91,-12,0,curve,8,SHEIN Essnce Women's Large Size Summer Casual Off The Shoulder Short Sleeve Jumpsuit
0,13.1,-12,1400,curve,0,SHEIN Slayr Slayr Holiday Casual V-Neck Loose Printed Jumpsuit With Tie Belt For Plus Size Women
0,7.15,-41,600,curve,11,SHEIN LUNE Plus Eyelet Embroidery Lantern Sleeve Tee
0,8.39,-7,1800,curve,0,SHEIN LUNE Plus Size Lace Splicing T-Shirt With Floral Patterns
0,7.79,-5,600,curve,0,"SHEIN EZwear Parrot Print T-Shirt, Women's Plus It's 5 O'clock Somewhere Slogan & Graphic Tee Short Sleeve Round Neck Casual Top For Spring & Summer Break Cruise, Women's Clothing"
0,7.13,-20,800,curve,0,EMERY ROSE Plus Size Women's Short Peacock Feather Print Halterneck Vacation Mini Dress For Summer
0,15.99,-8,100,curve,0,SHEIN VCAY Plus Size Women's Solid Color Waist Tie Vacation Casual Pants With Pockets
0,12.59,-7,3200,curve,8,SHEIN EZwear Plus 3Pack Scoop Neck Tank Top
0,14.89,-7,20,curve,0,SHEIN Slayr Plus Size Women's Printed Simple Daily Jumpsuit
0,4.15,-58,300,curve,8,SHEIN LUNE Plus Allover Print Notched Neckline Batwing Sleeve Tunic Dress
0,21.99,-7,400,curve,0,SHEIN LUNE Plus Size Women Plain Minimalist Daily Short Sleeve Top And Shorts Set
3,10.89,-8,0,curve,0,SHEIN WYWH Plus Size Solid Color Simple Daily Match Sleeveless Lace Blouse For Summer
0,7.78,-9,1200,curve,5,SHEIN EZwear Plus Size Rock And Roll Instrument Angel Wings & Rose Pattern Printed Short Sleeve T-Shirt With Heat Transfer Design
0,14.29,0,1400,curve,0,Plus Size Floral Print Strapless Jumpsuit
4,14.24,-5,0,curve,5,SHEIN SXY Plus Size Casual Solid Color Slim Fit Flare Pants
0,21.99,-6,200,curve,0,SHEIN Essnce Plus Size Summer Sport Solid Color Tank Top Shorts With Asymmetrical Neckline And Skinny Long Pants Set
0,8.65,-34,500,curve,5,SHEIN LUNE Plus Tie Dye Cold Shoulder Dress
0,8.95,-19,100,curve,10,SHEIN Clasi Plus Size Women's Elegant Lace Splice Cap Sleeve Blouse For Summer
0,12.19,0,900,curve,0,Plus Floral Print Pleated Detail Blouse
0,10.73,-11,400,curve,5,SHEIN LUNE Summer Plus Size Sleeveless Casual Daily Wear Button Down Notched Flowy Midi Dress
4,9.79,-6,0,curve,4,EMERY ROSE Plus Size Women's Open Front 3/4 Sleeve Loose Fit Casual White Cardigan Mother's Day
0,8.1,-63,70,curve,4,SHEIN Slayr Women Plus Size Tropical Print Halter Neck Sleeveless Top And Shorts Set
0,9.09,-6,600,curve,0,SHEIN EZwear Plus Size Summer Casual Bow Detail Bow Cherry Print Short Sleeve T-Shirt
0,22.79,-7,1000,curve,0,SHEIN VCAY Plus Size Square Collar Shirred Casual Loose Jumpsuit
0,11.15,-46,1100,curve,0,"SHEIN Slayr Street Style Loose Weave Green A-Line Skirt, Plus Size Women's Cargo Skirt"
0,13.29,-6,600,curve,0,SHEIN Clasi Plus Size Colorblock Round Neck Short Sleeve Daily Dress
0,20.19,-7,200,curve,0,SHEIN VCAY Plus Size Summer Holiday Flower Printed Ruffle Hem Cami Dress
2,9.68,-12,0,curve,0,SHEIN Essnce Women's Plus Size Blue & White Plaid Casual & Fashionable Shorts With Side Slit
0,11.57,-33,1500,curve,0,SHEIN Slayr Plus Size Women's Double Pocket Letter Print Dress
0,5.45,-20,900,curve,0,SHEIN VCAY Plus Tropical Print Cami Top
0,12.19,-8,1200,curve,7,SHEIN VCAY Plus Ditsy Floral Print Ruffle Hem Summer Dress
8,16.99,-7,0,curve,6,SHEIN VCAY Plus Size Women Summer Beach Holiday Style Color Block Patchwork A-Line Dress
0,15.39,-7,300,curve,0,"SHEIN Lady Women's Round Neck Slim-Fit Bodycon Dress With Hip Cover And Decoration, Elegant"
0,11.69,-6,600,curve,5,SHEIN Lady Plus Size Round Neck Full Printed Split Dress
0,7.09,-42,400,curve,0,SHEIN VCAY Plus Size Women Spring/Summer Plant Printed Off Shoulder Bell Sleeve Loose Blouse For Vacation
0,2.1,-70,200,curve,0,SHEIN Essnce Plus Size Summer Slogan Print Round Neck Casual Loose Tank Top
0,16.85,-8,600,curve,0,SHEIN VCAY Plus Size Solid Color Twist Knot & Front Slit Holiday Strapless Dress
0,16.79,-7,400,curve,0,"SHEIN Swim Curve Plus Size Summer Solid Spaghetti Strap Swim Dress With Scallop Hem And Bikini Bottom, Suitable For Pool Wear,Summer Beach"
9,12.59,-8,0,curve,0,SHEIN Slayr Plus Size Women'S Velvet Sheer Tights
5,14.29,-8,0,curve,0,ROMWE Kawaii Plus Size Summer Sweet Multilayer Ruffle Contrast Lace Shorts
0,16.19,-7,200,curve,0,SHEIN VCAY Plus Size Women's Fashionable Solid Color Top And Shorts Two-Piece Set For Summer
0,13.09,-6,4000,curve,0,SHEIN LUNE Plus Size Sleeveless Geometric Pattern Split Blue And White Summer Mother Day Dress
6,7.97,-25,0,curve,0,SHEIN LUNE Plus Feather Print Lantern Sleeve Blouse
0,7.87,-33,200,curve,0,SHEIN LUNE Plus Patchwork Print Dress
0,8.95,-16,1600,curve,0,SHEIN Unity Plus Rib-knit Peplum Top
0,17.09,-7,300,curve,8,SHEIN VCAY Summer Plus Size Notched V-Neck Floral Print Ruffle Vacation Dress
0,10.99,-6,200,curve,0,"SHEIN MOD Khaki Designed Twist Off Shoulder Short-Sleeve Plus Size Women's Top, Slim Fit"
0,7.25,-41,400,curve,20,SHEIN Clasi Plus Size Floral Printed Puff Sleeves Easter Dress
0,6.89,-40,300,curve,12,"SHEIN Essnce Plus Size Solid Color Eyelet Embroidery Round Neck Sleeveless Tank Top, Suitable For Summer"
0,9.19,-7,40,curve,0,"SHEIN Swim Curve Plus Size Pleated Floral Print Swimsuit For Beach Vacation, Summer"
0,16.99,-7,1500,curve,9,SHEIN Clasi Large Size Black And White Polka Dot Full Print V-Neck Ruffle Sleeve Summer Vacation Seaside Casual Elegant Long Loose A-Hem Dress
0,4.5,-50,400,curve,0,SHEIN LUNE Plus Dandelion Print Tee
0,12.06,-12,2200,curve,9,SHEIN EZwear Plus Size Acid Washed Look Vintage Knitted Distressed Loose Fit Short Sleeve T-Shirt
10,11.87,-5,0,curve,7,Plus Size Deep V-Neck Slim Fit Dress
0,9.32,-16,900,curve,13,SHEIN LUNE Plus Size Solid Color Hollow Out Embroidered Round Ring Decorating Halter Neck Top
0,17.02,-8,100,curve,0,"SHEIN Privé Plus Size Elegant Solid Color Ruched Waist Strap Sun Dress, Summer"
4,14.2,-2,0,curve,0,Green Camouflage Printed Off Shoulder Plus Size Women's Fashionable Casual Long-Sleeved Dress
0,6.39,-10,500,curve,0,"SHEIN EZwear Casual Simple Pattern Round Neck Crop Sleeve Slim Crop Top T-Shirt For Plus Size Women, Suitable For Summer"
0,21.75,-14,1900,curve,7,SHEIN VCAY Plus Size Ladies Holiday Blue & White Geometric Print Beach Maxi Dress For Summer
6,12.63,-12,0,curve,8,SHEIN VCAY Plus Size Women's Shirred Flying Sleeve Blouse
0,7.95,-34,800,curve,0,SHEIN LUNE Plus Cold Shoulder Draped Front Tee
0,6.81,-24,200,curve,8,SHEIN LUNE Plus Floral & Elephant Print Tee
9,13.69,-7,0,curve,0,SHEIN Privé Plus Size Printed Slouchy Paperbag Waist Pants
0,61.69,0,100,curve,0,SHEIN Belle Plus Size Champagne Gold Luxurious Baroque Pattern Sequin Mesh Elegant Mermaid Evening Dress
0,26.49,-8,80,curve,0,SHEIN MOD Plus Size Summer Holiday Pleated Ruffle Bowknot Cami Dress With Contrast Trim
0,11.59,-9,90,curve,0,SHEIN MOD Blue And White Floral Printed Ruffle Hem Halter Top With Cross Back Tie
0,6.59,-10,200,curve,0,"SHEIN LUNE Plus Size Casual Moon Printed Halter Neck Tank Top, Suitable For Summer"
0,13.69,-7,200,curve,0,SHEIN Slayr Plain Jacquard Knitted Women Two Piece Set
0,22.09,-8,200,curve,0,SHEIN MOD Plus Size Multilayer Ruffle Romantic Floral Printed A-Line Skirt
0,22.59,-9,200,curve,0,"SHEIN MOD Blue & White Floral Print Summer Holiday Double-Layered, Ruffle Hem, Shell Sleeve, Pleated Jumpsuit"
0,28.59,-8,100,curve,0,SHEIN MOD Plus Size Floral Embroidery Mesh  Overlay Date Night Black Cami Dress
0,6.39,-9,200,curve,0,"SHEIN CURVE+ Plus Size Rainbow Striped Multicolor Casual Knitted Stretch Bralette Camisole,Rainbow"
0,10.69,-7,100,curve,0,"Frida Kahlo X SHEIN Plus Size Summer Elegant Sexy Artsy Black Short Sleeve Tight Tee With Printed Roses, Portraits, Lace & Knitting Patchwork"
0,12.69,-7,200,curve,0,SHEIN Lady Plus Size Vintage Printed Off-Shoulder T-Shirt For Summer Holiday
0,14.69,-7,100,curve,0,SHEIN LUNE Plus Size Women's Daisy Printed Overlapping V-Neck Short Sleeve Wide Leg Jumpsuit For Holiday
0,24.99,-8,90,curve,0,SHEIN WYWH WYWH Holiday Pastoral Romantic Multi-Color Floral Puff Sleeves Front Button-Down Square Collar Plus Size Dress Long
0,22.69,-5,60,curve,0,"SHEIN CURVE+ Plus Size Black Skirt With Pockets, Summer Vocation Daily"
0,6.89,-8,500,curve,0,SHEIN Frenchy Plus Size Women's Resort Halter Top Lace Patchwork Floral Print Embroidered Mesh Patchwork Lace-Up Bow Camisole
0,11.29,-7,200,curve,0,"SHEIN Clasi Plus Size Sleeveless Knitted Leopard Print Jumpsuit With Spaghetti Straps, Pockets"
0,5.69,-8,100,curve,0,SHEIN CURVE+ Plus Size Black Knitted Mesh See-Through Women Ultra Cropped Long Sleeve Top
0,12.19,-6,100,curve,0,"SHEIN Essnce Plus Size Women's Summer Casual Beaded Elastic Waist Leggings, Women's Bottoms, Summer Women's Clothing, Black Pants, Cropped Pants, Leggings Shorts, Leggings, Casual Pants, Curve Pants,Women Capris,Women Leggings"
0,9.09,-7,200,curve,0,"SHEIN Frenchy Plus Size Women Summer Solid Color Lace Loose Elegant Cami Top With Spaghetti Straps,Halter Top"
0,18.59,-8,100,curve,0,"Frida Kahlo X SHEIN Plus Size Summer Elegant Artistic Black Tea Length Dress With Floral, Portrait, And Polka Dot Print, V-Neck And Tie Strap, Style Resort Dress"
0,10.89,-7,100,curve,0,Frida Kahlo X SHEIN Plus Size Tropical Floral Printed Elastic Leggings With Wide Waistband And Figure Pattern
0,6.79,-8,200,curve,0,SHEIN Frenchy Plus Size Vacation Leisure Lace Splicing Floral Print Halter Top
0,5.59,-7,200,curve,0,SHEIN EZwear Women Plus Size Random Marble Pattern Top
0,15.19,-6,80,curve,0,SHEIN Clasi Plus Size Summer Casual Solid Color Hollow Out Bowknot Decorated Short Sleeve Dress
0,26.99,-8,90,curve,0,SHEIN Clasi Plus Size Women's Summer Solid Color Lace Open Shoulder Loose Top And Shorts Elegant Two-Piece Set
0,7.09,-9,200,curve,0,SHEIN Slayr Casual And Simple Cartoon Printed Plus Size Loose Women Summer T-Shirt
0,11.99,-6,100,curve,0,SHEIN Clasi Plus Size Striped Printed Sleeveless Round Neck Summer Dress
0,8.99,-10,100,curve,0,"SHEIN LUNE Casual And Simple Round Neck Short Sleeve Plus Size T-Shirt With Pattern, Suitable For Summer And Perfect For Women's Body"
0,9.69,-8,1900,curve,0,SHEIN VCAY Plus Size Holiday Ruffled Hem Swing Cami Top
5,51.84,-15,0,curve,0,SHEIN Belle Plus Size Off Shoulder Heavy Beaded 3D Floral Lace A-Line Wedding Dress
0,15.79,-7,300,curve,0,SHEIN Essnce Plus Size Summer Women's Two-Piece Suit Shorts Set Two Piece Outfits Summer Outfits Women T Shirt Summer Two Piece Outfits Sport Dress Striped T-Shirt Set
0,11.79,-7,100,curve,0,Dazy Plus Loose Pink Short Sleeve T-Shirt With Bow Decoration
0,15.39,-8,80,curve,0,SHEIN MOD Palace Pattern Printed Spliced False Two Bubble Sleeve Shirt
0,10.39,-5,100,curve,5,Dazy Plus Loose Solid-Color Homogeneous Versatile T-Shirt In Plus Size
0,18.71,-12,400,curve,0,"SHEIN MOD Plus Size Red Double-Layered Hem Tie Waist Jumpsuit With Bowknot And V-Neckline, Perfect For Summer Vacation"
0,14.87,-20,100,curve,0,SHEIN MOD Plus Size Summer White Textured Jacquard Skirt With Floral Pattern And Ruffle Hem Plus Camisole Two-Piece Set
0,14.69,-6,100,curve,0,"SHEIN Essnce Plus Size Women's Summer Casual Sports T-Shirt And Jumpsuit Set, Summer Women's Clothing,Women Two Piece Sets,Women Rompers Set,Summer Two Piece Outfits,Summer Outfits,Summer Sets,Y2k,Summer Clothes,Summer Sets,Summer Co Ord"
0,11.19,-7,100,curve,0,SHEIN EZwear Women Plus Size Summer Casual Double-Layer Ruffle Sleeve V-Neck Patchwork Knitted Solid Color T-Shirt
0,14.19,-8,100,curve,0,SHEIN MOD Plus Size White Peter Pan Collar Cute Short Sleeve Shirt With Puff Sleeve And Lace Splice
0,22.89,-8,200,curve,0,SHEIN MOD Plus Size White Off-Shoulder Ruffled V-Neck Slim Fit Maxi Dress For Summer Vacation And Party
0,7.5,-51,80,curve,0,SHEIN MOD Apricot Background Printed Jacquard Texture Ruffles Hem Summer Vacation Style Strapless Tube Top
0,21.49,-8,70,curve,0,SHEIN Lady Plus Size Women Colorful Random Printed Oblique Shoulder Dress
0,15.69,-7,100,curve,0,"SHEIN Lady Plus Size White Pants, White Top, White Graduation Dress, White Crop Top, Women's Leggings, Clothes USA, Tall Women's Summer Co-Ord, Festival Outfits, Summer Clothes, Rave Festival Outfits, Long Women's Dresses, Wedding Reception Dress, Summer Women's Dresses"
0,21.69,-8,100,curve,0,"SHEIN Lady Plus Size Sexy Dress For Women, Ideal For Graduation And Summer, Tank Top Style, Suitable For Tall Women, Great For Festivals And Raves, Co-Ord Matching Set For Summer, Perfect For Wedding Receptions. Long Dresses Available For Women In The USA."
0,25.89,-8,100,curve,0,"SHEIN Lady Plus Size White Jumpsuit With Wide Leg Pants And Crop Top, Suitable For Graduation Ceremony, 4th Of July, Bridal Shower. American Style Outfits For Tall Women, Perfect For Summer, Co-Ord Matching Sets, Festival Outfits, Rave Outfits, Long Dresses For Women, Wedding Reception Dress, Summer Dresses For Women"
0,11.59,-7,200,curve,0,"SHEIN Essnce Plus Size Women's Summer Casual Vacation Black Skirt, Women'S Black Wide-Leg Bubble Elastic Waist Casual Skirt,Women Bottom,Summer Bottoms,Casual Women Clothes,Black Skirt,Mini Skirt,Curve Skirt"
0,28.51,-10,100,curve,0,SHEIN MOD Plus Size Long Mesh Floral Print Spaghetti Strap Dress With Ruffle Trim And Fish Tail Hem
0,5.49,-7,500,curve,0,SHEIN Lady Plus Size Fashionable European Style Mesh Floral Printed Slim Fit Top
0,9.49,-10,300,curve,0,"SHEIN EZwear Oversize T-Shirts, Casual Minimalist Design, Round Neck Short Sleeve, Loose Fit, Women Plus Size T-Shirt For Summer"
0,10.19,-6,100,curve,0,EMERY ROSE Plus Size Women's Retro Printed Round Neck Vacation Style Spring Summer Boho Dress
0,19.49,-7,200,curve,0,SHEIN Lady Plus Size Summer Solid Color Round Neck Sleeveless Dress
0,10.36,-15,70,curve,0,SHEIN EZwear Women Plus Size Summer Casual Solid Color Knitted High Elasticity Workwear Pocket Leggings
0,16.69,-7,100,curve,0,EMERY ROSE Plus Size Women's Summer Geometric Printed Round Neck Short Sleeve Loose Fit Straight Linen Dress With Two Pockets
0,16.29,-6,100,curve,0,SHEIN CURVE+ Plus Size Colorful Tie-Dye Spring T-Shirt Dress
0,23.89,-9,400,curve,0,SHEIN Clasi Plus Size Women Fashionable Mesh Short Sleeve Dress With Rhinestone Embellishment
0,20.39,-6,1100,curve,0,SHEIN Slayr SLAYR Holiday & Casual Plus Size Printed Vest & Long Pants Set For Ladies
0,13.79,-7,500,curve,0,SHEIN MOD Plus Women's Allover Floral Print Ruffle Armhole Knot Front Dress
0,12.39,-8,300,curve,0,SHEIN MOD Yellow Mechanism Regular Doll Style Back-Cross Straps Tank Top
1,16.99,-6,0,curve,0,SHEIN Slayr Slayr Casual Basic Women Plus Size White One-Shoulder Jumpsuit-C
0,20.19,-9,200,curve,0,SHEIN MOD Vintage Nomad Style Patchwork Flower Print Spaghetti Strap Crop Top And Short Umbrella Skirt Set
0,16.79,-11,100,curve,0,"SHEIN Essnce Casual And Simple Sleeveless Tank Tops In Multiple Colors, Suitable For Plus Size Women In Summer"
0,19.03,-20,70,curve,0,SHEIN CURVE+ Plus Size Women Colorful Tie-Dye T-Shirt And Knitted Pants Set
0,11.89,-6,90,curve,0,SHEIN CURVE+ Plus Size Ombre Heart Print Batwing Sleeve Round Neck T-Shirt
0,3.71,-15,300,curve,0,"SHEIN EZwear Plus Size Casual Simple Alien Pattern Crop Tank Top, Suitable For Summer"
0,6.99,-9,100,curve,0,"SHEIN LUNE Floral Print Casual Halter Neck Sleeveless Top, Suitable For Summer Fit Women Plus Size Tank Tops"
0,7.29,-9,200,curve,0,"SHEIN Slayr Casual Simple Printed Round Neck Plus Size Women's Loose T-Shirt, Suitable For Summer BAD GIRL Gen-Z 2000 Sad Girl"
0,21.69,-8,100,curve,0,Studio Mila Sanchez Y2K Casual Printed Super Short Plus Size Bodycon Skirt
0,9.89,-7,200,curve,0,SHEIN EZwear Plus Size Summer Casual Striped Color Block Sports Short Leggings
0,15.69,-8,100,curve,0,SHEIN CURVE+ Plus Size Plaid Floral Print Oversized Dropped Shoulder Short Sleeve Collared Shirt
0,11.91,-20,200,curve,0,SHEIN Clasi Fashionable Plus Size Women Solid Color V-Neck Sleeveless Dress
0,31.49,-8,90,curve,0,SHEIN Lady Fashionable Solid Color Short Sleeved Pleated Festival Outfits Dress For Plus Size Women
0,10.09,-6,100,curve,0,EMERY ROSE Plus Size Women's Color Block Vacation Matching With Spring/Summer Button Embellished Striped Top
0,15.79,-7,500,curve,0,SHEIN LUNE Plus-Size Colorful Striped High-Slit Drawstring Gathered Daily Sleeveless Dress
3,41.89,0,0,curve,0,SHEIN Belle Women Romantic And Elegant Pink Lace Spliced Soft And Skin-Friendly Chiffon Fabric Single Shoulder Heart-Shaped Chest High Front Slit Bridesmaid Dress
0,8.99,-6,100,curve,0,SHEIN CURVE+ Plus Size Printed Round Neck Bohemian Style Camisole Top Summer Women Clothing
0,6.99,-8,400,curve,0,SHEIN Slayr Casual And Simple Sleeveless Slim-Fit Plus Size Women Summer Dress
0,17.39,-7,100,curve,0,SHEIN CURVE+ Plus Size Spliced Floral Printed Belted Dress For Summer Casual Wear
0,46.71,-20,50,curve,0,SHEIN Belle Plus Size Elegant And Graceful Grey-Green 3D Sleeve Big A Skirt Formal Evening Dress
0,18.59,-7,600,curve,0,SHEIN BAE Plus Size Women's Summer Vacation Solid Color Green Irregular Hem Slit Skirt
0,11.29,-7,700,curve,0,SHEIN Slayr SLAYR Casual Basic Women Plus Size Brown Wave Textured Fabric One Shoulder Shorts Set
0,7.29,-9,600,curve,0,"SHEIN Slayr Casual And Simple Music Festival Patterned Round Neck Plus Size Loose T-Shirt For Women, Suitable For Summer SHOW TIME KEEP YOUR PASSION MUSIC IS THE BREATH OF LIFE"
0,12.59,-7,300,curve,0,SHEIN CURVE+ Plus Size Leopard Splicing Round Neck Sleeveless Pocket Loose Camisole
0,16.09,-7,60,curve,0,SHEIN CURVE+ Plus Size Snake Print Short Sleeve Round Neck A-Line Dress With Waist Tie
0,10.89,-8,400,curve,0,SHEIN BAE Plus Size Women's Summer Vacation Refreshing Green Stretch Mesh Gathered Sleeveless Wide Shoulder Strap Versatile Tank Top
7,17.99,-7,0,curve,0,EMERY ROSE Plus Size Women's Summer Vacation Style Geometric Print V-Neck Short Sleeve Loose Casual Boho Long Summer Dress
0,12.19,-8,200,curve,0,EMERY ROSE Summer Holiday Style Plus Size Women's Geometric Print Round Neck Short Sleeve Casual Vent Mom T-Shirt
0,18.99,-7,300,curve,0,SHEIN LUNE Women Plus Size Loose Character Print T-Shirt And Leopard Print Leggings Two-Piece Set
0,17.09,-7,200,curve,0,SHEIN BAE St Patrick Green Outfit Green Dress Spring Break Cheap Clothes Summer Clothes Spring Dress
0,15.69,-7,300,curve,0,SHEIN LUNE Plus Size Women V-Neck Drop Shoulder Short Sleeve T-Shirt And Shorts Sporty Casual Two-Piece Set For Summer
0,12.09,-7,300,curve,0,SHEIN LUNE Plus Size Women Short Sleeve Knitted T-Shirt With Tiger Print And Ruffled Hem In Pink For Summer
0,9.49,-7,200,curve,0,SHEIN VCAY Plus Size Vacation Casual Skirt With Small Flowers And Ruffle Trims
0,23.79,-8,200,curve,0,SHEIN BAE Plus Size Women's Solid Color Knitted Stretch Summer Elegant One Shoulder Gathered Midi Dress
0,19.69,-8,100,curve,0,Dazy Petite Plus Plus Size Women Fashionable Loose V-Neck Printing Bubble Sleeve Dress
0,14.69,-8,400,curve,0,EMERY ROSE Plus Size Women's Loose Floral Print Casual Vacation Summer Tie-Dye Vent Long Beach Dress
0,11.19,-7,200,curve,0,EMERY ROSE Plus Size Women's Round Neck Tie-Dye Sleeveless Tank Mom Top With Printed Ruffles And Hemline
8,42.49,0,0,curve,0,SHEIN Belle Plus Size Champagne Gold Satin Embossed Princess Bubble Sleeve Square Neckline Elegant Cocktail Dress
0,15.79,-8,300,curve,0,SHEIN MOD Plus White Lace Splice Square Neck Bubble Sleeve Short Summer Top
0,22.09,-7,300,curve,0,SHEIN BAE Plus Size Women's Solid White Stretch Knit Elegant Square Neck Midi Dress
0,6.93,-13,1400,curve,0,"SHEIN Slayr Casual Simple Loose Round Neck Plus Size T-Shirt For Women, Suitable For Summer STAY WILD"
0,6.99,-9,1200,curve,0,"SHEIN Essnce Casual & Simple Halter Neck Tank Top, Suitable For Summer Plus Size Women HOWDY"
0,8.99,-9,200,curve,0,"SHEIN Essnce Casual Simple Floral Pattern Round-Neck Short Sleeve Plus Size T-Shirt For Women, Summer TEACHER"
0,11.59,-7,100,curve,0,EMERY ROSE Plus Size Women's Summer Vacation Casual Geometry Graphic Polka Dot Printed Notched Neck Short Sleeve Dress
0,26.09,-7,80,curve,0,SHEIN MOD Plus Size Apricot Mesh Off Shoulder 3D Flower Ruffle Pleated Mermaid Hem Maxi Dress
0,5.5,-52,90,curve,0,SHEIN MOD Plus Size Vintage Floral Print Halter Neck Ruffle Hem Square Neckline Crop Top
0,17.09,-8,200,curve,0,SHEIN MOD Plus Size Women Vintage 70s Style Apricot Ruffle Hem Short Skirt
0,11.89,-6,100,curve,0,SHEIN LUNE Plus Size V-Neck Navy Style Printed Short Sleeve Summer Dress
0,21.59,-8,100,curve,0,SHEIN Slayr Fashionable Printed Short Sleeve Jumpsuit Is The Key For Plus Size Women
0,12.39,-6,200,curve,0,SHEIN Slayr Plus Size Solid Color Loose T-Shirt Dress
0,16.43,-12,700,curve,5,SHEIN Slayr Slayr Casual Women Plus Size Holiday Solid Color Asymmetric Short Sleeve A-Line Dress
0,11.59,-4,200,curve,0,SHEIN CURVE+ Wide Waistband Six-Cropped Bike Shorts High Elasticity Knitted Plus Size Leggings
0,14.49,-7,200,curve,0,SHEIN Slayr Women's Plus Size Casual Holiday Color Block Ruffle Trim Short Sleeve Loose Dress
0,11.35,-37,900,curve,14,SHEIN EZwear Knitted Plus Size Casual Sports Vest And Shorts Two Pieces Set
0,13.69,-7,1000,curve,0,SHEIN VCAY Plus All Over Print Tie Front Wide Leg Pants
0,7.36,-41,2400,curve,7,Plus Size European And American Fashion Casual Streetwear Sexy V-Neck Dress
7,7.21,-11,0,curve,11,SHEIN EZwear Plus Solid Crop Tee White Baby Tee
0,6.46,-47,600,curve,0,SHEIN LUNE Plus Tie Dye Notched Neckline Tee
0,16.49,-14,4100,curve,8,SHEIN SXY Plus Ripped Raw Hem Denim Shorts Mom Shorts
0,9.25,-34,400,curve,0,SHEIN Clasi Plus Size Women's Polka Dot Belted Dress
0,7.23,-56,800,curve,4,SHEIN Slayr Plus Size Casual Simple Large Round Neck Dress With Diagonal Pocket
6,11.49,-8,0,curve,0,SHEIN Privé Plus Contrast Lace Ruched Halter Top
0,12.69,-7,200,curve,0,SHEIN Slayr Plus Size Women Random Color Printed Off-The-Shoulder Dress
0,5.65,-47,500,curve,0,"SHEIN LUNE Plus Size Women's Camouflage Print V-Neck Short Sleeve Casual T-Shirt, Summer"
0,15.77,-40,30,curve,0,SHEIN Slayr Plus Size Women's Casual Spring/Summer Yellow Flared Dress-C
0,13.15,-35,400,curve,16,SHEIN Essnce Plus Size Casual Solid Color Short Sleeve Shirt And Shorts Two Piece Set For Spring And Summer
6,13.99,-8,0,curve,4,SHEIN LUNE Plus Polka Dot Print Ruffle Hem Blouse
